event_id,mech_number,strike,dip,rake,norm_N,norm_E,norm_Z,norm_aux_N,norm_aux_E,norm_aux_Z
3152388,183,160.2,35.0,130.0,0.1939,0.5398,0.8192,-0.8171,-0.3733,0.4394
3152388,184,133.9,35.0,140.0,0.4133,0.3977,0.8192,-0.9106,0.1868,0.3687
3152388,185,355.0,90.0,-180.0,-0.0872,-0.9962,0.0,0.9962,-0.0872,-0.0
3152388,186,126.6,55.0,100.0,0.6575,0.4885,0.5736,-0.557,-0.1975,0.8067
3152388,187,175.4,55.0,150.0,0.0654,0.8165,0.5736,-0.8861,-0.2168,0.4096
3152388,188,163.2,55.0,140.0,0.2365,0.7843,0.5736,-0.8399,-0.1318,0.5265
3152388,189,148.1,60.0,150.0,0.4581,0.7349,0.5,-0.8672,0.2459,0.433
3152388,190,172.3,75.0,165.0,0.1297,0.9572,0.2588,-0.9662,0.0633,0.25
3152388,191,176.1,40.0,155.0,0.0439,0.6413,0.766,-0.9263,-0.2611,0.2717
3152388,192,167.5,65.0,-180.0,0.1956,0.885,0.4226,-0.9764,0.2158,-0.0
3152388,193,174.7,70.0,140.0,0.0867,0.9357,0.342,-0.7831,-0.1482,0.604
3152388,194,173.1,65.0,140.0,0.1092,0.8997,0.4226,-0.7932,-0.1773,0.5826
3152388,195,167.1,75.0,175.0,0.2149,0.9417,0.2588,-0.9762,0.1997,0.0842
3152388,196,160.2,35.0,155.0,0.1939,0.5398,0.8192,-0.97,-0.0195,0.2424
3152388,197,328.0,55.0,130.0,-0.4345,-0.6944,0.5736,0.778,0.0315,0.6275
3152388,198,181.8,45.0,175.0,-0.0218,0.7068,0.7071,-0.9938,-0.0923,0.0616
3152388,199,167.1,75.0,170.0,0.2149,0.9417,0.2588,-0.9701,0.1753,0.1677
3152388,200,185.3,70.0,160.0,-0.0867,0.9357,0.342,-0.9249,-0.2032,0.3214
3152388,201,167.5,65.0,165.0,0.1956,0.885,0.4226,-0.9668,0.1016,0.2346
3152388,202,125.3,45.0,125.0,0.5771,0.4085,0.7071,-0.8042,0.1335,0.5792
3152388,203,342.0,75.0,135.0,-0.2985,-0.9187,0.2588,0.7291,-0.0445,0.683
3152388,204,333.5,70.0,130.0,-0.4189,-0.8412,0.342,0.6922,-0.052,0.7198
3152388,205,176.2,80.0,175.0,0.0653,0.9826,0.1736,-0.995,0.051,0.0858
3152388,206,170.0,85.0,-160.0,0.173,0.9811,0.0872,-0.9202,0.1925,-0.3407
3152388,207,171.1,80.0,130.0,0.1519,0.973,0.1736,-0.6556,-0.0323,0.7544
3152388,208,144.9,55.0,130.0,0.4708,0.6703,0.5736,-0.7785,0.0099,0.6275
3152388,209,157.1,55.0,150.0,0.3185,0.7547,0.5736,-0.9094,0.0725,0.4096
3152388,210,174.7,70.0,145.0,0.0867,0.9357,0.342,-0.8338,-0.1198,0.539
3152388,211,138.8,55.0,125.0,0.5394,0.6165,0.5736,-0.7411,0.0241,0.671
3152388,212,140.0,30.0,140.0,0.3214,0.383,0.866,-0.9446,0.066,0.3214
3152388,213,133.9,35.0,105.0,0.4133,0.3977,0.8192,-0.7496,-0.3622,0.554
3152388,214,138.0,25.0,125.0,0.2828,0.3141,0.9063,-0.923,-0.1679,0.3462
3152388,215,175.4,55.0,135.0,0.0654,0.8165,0.5736,-0.7372,-0.3479,0.5792
3152388,216,156.5,65.0,130.0,0.3619,0.8309,0.4226,-0.7186,-0.0401,0.6943
3152388,217,125.1,35.0,105.0,0.4691,0.33,0.8192,-0.7961,-0.2435,0.554
3152388,218,322.9,70.0,120.0,-0.5663,-0.7499,0.342,0.5775,-0.0649,0.8138
3152388,219,174.7,45.0,170.0,0.0652,0.7041,0.7071,-0.9919,-0.0314,0.1228
3152388,220,178.6,65.0,140.0,0.0219,0.906,0.4226,-0.7724,-0.2531,0.5826
3152388,221,174.7,70.0,175.0,0.0867,0.9357,0.342,-0.9947,0.0622,0.0819
3152388,222,162.0,65.0,170.0,0.2801,0.8619,0.4226,-0.9593,0.2345,0.1574
3152388,223,126.0,25.0,95.0,0.3419,0.2484,0.9063,-0.7817,-0.4602,0.421
3152388,224,303.6,55.0,110.0,-0.6826,-0.4528,0.5736,0.6382,0.0129,0.7698
3152388,225,140.0,30.0,130.0,0.3214,0.383,0.866,-0.9188,-0.095,0.383
3152388,226,142.4,50.0,115.0,0.4678,0.6066,0.6428,-0.6904,-0.2033,0.6943
3152388,227,139.4,45.0,110.0,0.4601,0.537,0.7071,-0.692,-0.2821,0.6645
3152388,228,163.2,55.0,135.0,0.2365,0.7843,0.5736,-0.7941,-0.1842,0.5792
3152388,229,176.1,40.0,150.0,0.0439,0.6413,0.766,-0.8901,-0.323,0.3214
3152388,230,164.1,70.0,165.0,0.2572,0.9038,0.342,-0.9533,0.1792,0.2432
3152388,231,175.0,90.0,160.0,0.0872,0.9962,0.0,-0.9361,0.0819,0.342
3152388,232,181.5,55.0,145.0,-0.0218,0.8189,0.5736,-0.8101,-0.3507,0.4698
3152388,233,171.1,80.0,160.0,0.1519,0.973,0.1736,-0.9376,0.0863,0.3368
3152388,234,120.0,30.0,95.0,0.433,0.25,0.866,-0.7907,-0.3559,0.4981
3152388,235,144.8,40.0,155.0,0.3707,0.5251,0.766,-0.9271,0.2582,0.2717
3152388,236,175.1,50.0,130.0,0.0656,0.7632,0.6428,-0.6826,-0.4356,0.5868
3152388,237,291.4,55.0,100.0,-0.7629,-0.2983,0.5736,0.5893,0.044,0.8067
3152388,238,125.1,35.0,120.0,0.4691,0.33,0.8192,-0.8679,0.0008,0.4967
3152388,239,181.8,45.0,155.0,-0.0218,0.7068,0.7071,-0.8967,-0.3266,0.2988
3152388,240,176.1,40.0,165.0,0.0439,0.6413,0.766,-0.9772,-0.1319,0.1664
3152388,241,355.0,85.0,140.0,-0.0868,-0.9924,0.0872,0.768,-0.011,0.6403
3152388,242,310.6,60.0,120.0,-0.6571,-0.5641,0.5,0.6542,-0.0973,0.75
3152388,243,160.2,35.0,125.0,0.1939,0.5398,0.8192,-0.7666,-0.4376,0.4698
3152388,244,129.1,40.0,130.0,0.4986,0.4057,0.766,-0.8609,0.1283,0.4924
3152388,245,170.0,85.0,165.0,0.173,0.9811,0.0872,-0.9552,0.1455,0.2578
3152388,246,333.4,80.0,135.0,-0.4413,-0.8804,0.1736,0.6872,-0.2071,0.6964
3152388,247,322.6,65.0,105.0,-0.5503,-0.7201,0.4226,0.4535,0.1672,0.8754
3152388,248,129.3,50.0,130.0,0.593,0.4849,0.6428,-0.7881,0.1859,0.5868
3152388,249,162.0,65.0,135.0,0.2801,0.8619,0.4226,-0.7648,-0.0657,0.6409
3152388,250,287.4,60.0,95.0,-0.8263,-0.2593,0.5,0.5013,0.066,0.8627
3152388,251,144.9,55.0,120.0,0.4708,0.6703,0.5736,-0.6947,-0.1191,0.7094
3152388,252,169.4,70.0,-165.0,0.1727,0.9237,0.342,-0.9332,0.2645,-0.2432
3152388,253,142.4,50.0,105.0,0.4678,0.6066,0.6428,-0.5841,-0.3336,0.7399
3152388,254,168.3,40.0,140.0,0.1308,0.6293,0.766,-0.8502,-0.3262,0.4132
3152388,255,181.3,80.0,-180.0,-0.0218,0.9846,0.1736,-0.9998,-0.0221,-0.0
3152388,256,321.9,55.0,110.0,-0.5058,-0.6443,0.5736,0.6019,0.2127,0.7698
3152388,257,176.2,80.0,150.0,0.0653,0.9826,0.1736,-0.8699,-0.0292,0.4924
3152388,258,328.2,70.0,120.0,-0.4947,-0.7989,0.342,0.581,-0.0114,0.8138
3152388,259,151.0,55.0,155.0,0.3969,0.7166,0.5736,-0.9103,0.2271,0.3462
3152388,260,178.6,65.0,170.0,0.0219,0.906,0.4226,-0.9863,-0.0496,0.1574
3152388,261,315.9,45.0,105.0,-0.4922,-0.5076,0.7071,0.6613,0.3102,0.683
3152388,262,171.3,60.0,120.0,0.1311,0.856,0.5,-0.5598,-0.3523,0.75
3152388,263,130.0,30.0,125.0,0.383,0.3214,0.866,-0.9121,-0.0166,0.4096
3152388,264,129.3,50.0,95.0,0.593,0.4849,0.6428,-0.5509,-0.3379,0.7631
3152388,265,120.5,55.0,110.0,0.7057,0.4159,0.5736,-0.638,0.021,0.7698
3152388,266,169.3,55.0,155.0,0.1518,0.805,0.5736,-0.9355,-0.0703,0.3462
3152388,267,142.3,60.0,115.0,0.5301,0.6848,0.5,-0.6116,-0.0997,0.7849
3152388,268,135.8,50.0,135.0,0.5339,0.5494,0.6428,-0.8239,0.1669,0.5417
3152388,269,348.6,80.0,130.0,-0.1948,-0.9653,0.1736,0.6564,0.0032,0.7544
3152388,270,107.6,35.0,105.0,0.5468,0.1731,0.8192,-0.8325,0.008,0.554
3152388,271,168.3,40.0,175.0,0.1308,0.6293,0.766,-0.9889,0.1373,0.056
3152388,272,322.3,60.0,130.0,-0.5301,-0.6848,0.5,0.7428,-0.0906,0.6634
3152388,273,175.4,55.0,130.0,0.0654,0.8165,0.5736,-0.6758,-0.3867,0.6275
3152388,274,171.3,60.0,150.0,0.1311,0.856,0.5,-0.8939,-0.116,0.433
3152388,275,180.0,70.0,130.0,0.0,0.9397,0.342,-0.6428,-0.262,0.7198
3152388,276,181.6,50.0,145.0,-0.0219,0.7657,0.6428,-0.8083,-0.3919,0.4394
3152388,277,339.2,65.0,130.0,-0.3214,-0.8474,0.4226,0.7158,0.0748,0.6943
3152388,278,175.0,90.0,-180.0,0.0872,0.9962,0.0,-0.9962,0.0872,-0.0
3152388,279,173.1,65.0,170.0,0.1092,0.8997,0.4226,-0.9865,0.0459,0.1574
3152388,280,181.5,55.0,140.0,-0.0218,0.8189,0.5736,-0.756,-0.3889,0.5265
3152388,281,105.7,40.0,105.0,0.619,0.1734,0.766,-0.7823,0.0496,0.6209
3152388,282,168.5,50.0,160.0,0.1521,0.7508,0.6428,-0.9646,-0.0289,0.262
3152388,283,160.4,40.0,170.0,0.2153,0.6057,0.766,-0.9725,0.2045,0.1116
3152388,284,167.6,45.0,135.0,0.1513,0.6907,0.7071,-0.7977,-0.3372,0.5
3152388,285,146.5,45.0,110.0,0.3906,0.5894,0.7071,-0.6521,-0.365,0.6645
3152388,286,174.7,45.0,-180.0,0.0652,0.7041,0.7071,-0.9957,0.0923,-0.0
3152388,287,173.1,65.0,135.0,0.1092,0.8997,0.4226,-0.738,-0.2114,0.6409
3152388,288,135.8,50.0,130.0,0.5339,0.5494,0.6428,-0.8041,0.0949,0.5868
3152388,289,168.3,40.0,125.0,0.1308,0.6293,0.766,-0.6892,-0.4977,0.5265
3152388,290,153.5,45.0,130.0,0.3152,0.633,0.7071,-0.8168,-0.1984,0.5417
3152388,291,301.8,45.0,95.0,-0.6012,-0.3722,0.7071,0.6448,0.2967,0.7044
3152388,292,304.8,60.0,100.0,-0.7108,-0.4947,0.5,0.5033,0.1388,0.8529
3152388,293,175.0,85.0,175.0,0.0868,0.9924,0.0872,-0.9931,0.0793,0.0868
3152388,294,160.2,35.0,165.0,0.1939,0.5398,0.8192,-0.9807,0.127,0.1485
3152388,295,167.5,65.0,115.0,0.1956,0.885,0.4226,-0.4953,-0.2828,0.8214
3152388,296,162.0,65.0,160.0,0.2801,0.8619,0.4226,-0.9384,0.1529,0.31
3152388,297,125.1,35.0,125.0,0.4691,0.33,0.8192,-0.8788,0.0831,0.4698
3152388,298,150.9,65.0,140.0,0.4405,0.7921,0.4226,-0.8015,0.1349,0.5826
3152388,299,160.4,40.0,140.0,0.2153,0.6057,0.766,-0.8867,-0.2074,0.4132
3152559,0,153.9,60.0,125.0,0.3814,0.7775,0.5,-0.6953,-0.1151,0.7094
3152559,1,334.1,55.0,100.0,-0.3582,-0.7367,0.5736,0.4032,0.4321,0.8067
3152559,2,150.0,30.0,150.0,0.25,0.433,0.866,-0.9665,0.058,0.25
3152559,3,160.4,40.0,130.0,0.2153,0.6057,0.766,-0.8022,-0.3377,0.4924
3152559,4,126.0,25.0,125.0,0.3419,0.2484,0.9063,-0.9378,0.0277,0.3462
3152559,5,144.8,40.0,100.0,0.3707,0.5251,0.766,-0.5769,-0.5162,0.633
3152559,6,165.5,60.0,130.0,0.2171,0.8384,0.5,-0.7183,-0.2097,0.6634
3152559,7,125.1,35.0,100.0,0.4691,0.33,0.8192,-0.7597,-0.3221,0.5649
3152559,8,155.5,50.0,155.0,0.3182,0.6968,0.6428,-0.9373,0.1294,0.3237
3152559,9,155.5,50.0,140.0,0.3182,0.6968,0.6428,-0.8685,-0.0576,0.4924
3152559,10,144.8,40.0,145.0,0.3707,0.5251,0.766,-0.9226,0.1134,0.3687
3152559,11,171.3,60.0,115.0,0.1311,0.856,0.5,-0.4864,-0.3839,0.7849
3152559,12,142.4,50.0,110.0,0.4678,0.6066,0.6428,-0.6397,-0.2695,0.7198
3152559,13,139.4,45.0,95.0,0.4601,0.537,0.7071,-0.5245,-0.4782,0.7044
3152559,14,152.6,40.0,140.0,0.2957,0.5707,0.766,-0.9067,-0.0848,0.4132
3152559,15,169.0,35.0,120.0,0.1092,0.5631,0.8192,-0.6259,-0.6012,0.4967
3152559,16,118.2,45.0,110.0,0.623,0.3345,0.7071,-0.7472,-0.013,0.6645
3152559,17,160.6,45.0,140.0,0.235,0.6669,0.7071,-0.8736,-0.1741,0.4545
3152559,18,140.0,30.0,95.0,0.3214,0.383,0.866,-0.6213,-0.6049,0.4981
3152559,19,142.7,35.0,115.0,0.3477,0.4562,0.8192,-0.7862,-0.3342,0.5198
3152559,20,169.0,35.0,145.0,0.1092,0.5631,0.8192,-0.8936,-0.3053,0.329
3152559,21,160.2,35.0,110.0,0.1939,0.5398,0.8192,-0.5821,-0.6088,0.539
3152559,22,155.5,50.0,135.0,0.3182,0.6968,0.6428,-0.832,-0.1197,0.5417
3152559,23,150.0,30.0,130.0,0.25,0.433,0.866,-0.8884,-0.2531,0.383
3152559,24,152.6,40.0,130.0,0.2957,0.5707,0.766,-0.8407,-0.2253,0.4924
3152559,25,153.5,45.0,145.0,0.3152,0.633,0.7071,-0.9141,0.0021,0.4056
3152559,26,162.0,50.0,150.0,0.2367,0.7286,0.6428,-0.923,-0.038,0.383
3152559,27,159.7,60.0,130.0,0.3008,0.8121,0.5,-0.7358,-0.1359,0.6634
3152559,28,137.0,40.0,100.0,0.4387,0.4698,0.766,-0.6418,-0.4328,0.633
3152559,29,176.1,40.0,135.0,0.0439,0.6413,0.766,-0.7424,-0.4922,0.4545
3152559,30,116.3,35.0,115.0,0.514,0.2545,0.8192,-0.8528,0.0493,0.5198
3152559,31,163.2,55.0,110.0,0.2365,0.7843,0.5736,-0.4831,-0.4173,0.7698
3152559,32,160.2,35.0,150.0,0.1939,0.5398,0.8192,-0.9535,-0.0927,0.2868
3152559,33,171.3,60.0,140.0,0.1311,0.856,0.5,-0.8059,-0.2017,0.5567
3152559,34,160.4,40.0,150.0,0.2153,0.6057,0.766,-0.9443,-0.0709,0.3214
3152559,35,151.0,55.0,135.0,0.3969,0.7166,0.5736,-0.8151,-0.0122,0.5792
3152559,36,150.0,30.0,145.0,0.25,0.433,0.866,-0.9578,-0.0206,0.2868
3152559,37,160.6,45.0,110.0,0.235,0.6669,0.7071,-0.5434,-0.513,0.6645
3152559,38,120.0,30.0,110.0,0.433,0.25,0.866,-0.8758,-0.1107,0.4698
3152559,39,160.6,45.0,115.0,0.235,0.6669,0.7071,-0.6116,-0.464,0.6409
3152559,40,174.7,45.0,105.0,0.0652,0.7041,0.7071,-0.3207,-0.6562,0.683
3152559,41,144.8,40.0,115.0,0.3707,0.5251,0.766,-0.7456,-0.3235,0.5826
3152559,42,148.9,50.0,145.0,0.3956,0.656,0.6428,-0.8919,0.1073,0.4394
3152559,43,344.6,35.0,95.0,-0.152,-0.5531,0.8192,0.3003,0.7638,0.5714
3152559,44,142.7,35.0,105.0,0.3477,0.4562,0.8192,-0.6855,-0.4724,0.554
3152559,45,160.4,40.0,125.0,0.2153,0.6057,0.766,-0.7506,-0.3992,0.5265
3152559,46,310.6,60.0,95.0,-0.6571,-0.5641,0.5,0.4347,0.2583,0.8627
3152559,47,150.0,25.0,135.0,0.2113,0.366,0.9063,-0.9328,-0.2014,0.2988
3152559,48,175.4,55.0,160.0,0.0654,0.8165,0.5736,-0.9523,-0.1206,0.2802
3152559,49,168.5,50.0,125.0,0.1521,0.7508,0.6428,-0.6667,-0.4021,0.6275
3152559,50,144.8,40.0,140.0,0.3707,0.5251,0.766,-0.9098,0.0395,0.4132
3152559,51,328.0,55.0,95.0,-0.4345,-0.6944,0.5736,0.377,0.4382,0.816
3152559,52,169.0,35.0,160.0,0.1092,0.5631,0.8192,-0.9758,-0.0961,0.1962
3152559,53,171.3,60.0,135.0,0.1311,0.856,0.5,-0.7525,-0.2424,0.6124
3152559,54,162.0,25.0,150.0,0.1306,0.4019,0.9063,-0.9637,-0.1634,0.2113
3152559,55,160.4,40.0,110.0,0.2153,0.6057,0.766,-0.5633,-0.5637,0.604
3152559,56,167.6,45.0,140.0,0.1513,0.6907,0.7071,-0.8455,-0.2801,0.4545
3152559,57,175.1,50.0,120.0,0.0656,0.7632,0.6428,-0.5458,-0.5118,0.6634
3152559,58,175.1,50.0,145.0,0.0656,0.7632,0.6428,-0.8477,-0.2972,0.4394
3152559,59,110.0,30.0,95.0,0.4698,0.171,0.866,-0.8405,-0.2132,0.4981
3152559,60,150.0,30.0,125.0,0.25,0.433,0.866,-0.8514,-0.3276,0.4096
3152559,61,116.3,35.0,100.0,0.514,0.2545,0.8192,-0.8,-0.2023,0.5649
3152559,62,150.0,30.0,160.0,0.25,0.433,0.866,-0.9619,0.2133,0.171
3152559,63,160.0,30.0,125.0,0.171,0.4698,0.866,-0.7816,-0.4704,0.4096
3152559,64,151.5,35.0,145.0,0.274,0.5039,0.8192,-0.9441,-0.0214,0.329
3152559,65,157.1,55.0,145.0,0.3185,0.7547,0.5736,-0.8826,0.0154,0.4698
3152559,66,151.5,35.0,120.0,0.274,0.5039,0.8192,-0.7782,-0.3844,0.4967
3152559,67,168.5,50.0,120.0,0.1521,0.7508,0.6428,-0.6006,-0.4463,0.6634
3152559,68,138.0,25.0,145.0,0.2828,0.3141,0.9063,-0.9566,0.1618,0.2424
3152559,69,146.5,45.0,125.0,0.3906,0.5894,0.7071,-0.7981,-0.166,0.5792
3152559,70,160.6,45.0,155.0,0.235,0.6669,0.7071,-0.9541,0.0194,0.2988
3152559,71,129.1,40.0,95.0,0.4986,0.4057,0.766,-0.647,-0.414,0.6403
3152559,72,153.5,45.0,105.0,0.3152,0.633,0.7071,-0.5361,-0.496,0.683
3152559,73,181.6,50.0,120.0,-0.0219,0.7657,0.6428,-0.4839,-0.5707,0.6634
3152559,74,177.1,60.0,140.0,0.0439,0.8649,0.5,-0.7813,-0.2822,0.5567
3152559,75,168.5,50.0,165.0,0.1521,0.7508,0.6428,-0.9797,0.0288,0.1983
3152559,76,152.6,40.0,115.0,0.2957,0.5707,0.766,-0.6946,-0.422,0.5826
3152559,77,90.0,20.0,95.0,0.342,0.0,0.9397,-0.9361,0.0872,0.3407
3152559,78,167.6,45.0,130.0,0.1513,0.6907,0.7071,-0.7438,-0.3916,0.5417
3152559,79,168.5,50.0,160.0,0.1521,0.7508,0.6428,-0.9646,-0.0289,0.262
3152559,80,116.3,35.0,95.0,0.514,0.2545,0.8192,-0.77,-0.284,0.5714
3152559,81,133.9,35.0,100.0,0.4133,0.3977,0.8192,-0.7017,-0.4343,0.5649
3152559,82,162.0,50.0,125.0,0.2367,0.7286,0.6428,-0.7082,-0.3235,0.6275
3152559,83,160.6,45.0,120.0,0.235,0.6669,0.7071,-0.6751,-0.4114,0.6124
3152559,84,167.6,45.0,115.0,0.1513,0.6907,0.7071,-0.5499,-0.5356,0.6409
3152559,85,330.0,45.0,95.0,-0.3536,-0.6124,0.7071,0.4277,0.5665,0.7044
3152559,86,159.7,60.0,125.0,0.3008,0.8121,0.5,-0.6801,-0.1849,0.7094
3152559,87,133.2,20.0,130.0,0.2493,0.2341,0.9397,-0.9648,-0.0242,0.262
3152559,88,176.1,40.0,145.0,0.0439,0.6413,0.766,-0.8472,-0.3825,0.3687
3152559,89,102.0,25.0,105.0,0.4134,0.0879,0.9063,-0.9101,0.0712,0.4082
3152559,90,126.0,25.0,110.0,0.3419,0.2484,0.9063,-0.89,-0.2239,0.3971
3152559,91,151.5,35.0,130.0,0.274,0.5039,0.8192,-0.8645,-0.2442,0.4394
3152559,92,267.5,80.0,95.0,-0.9838,0.0436,0.1736,0.169,-0.0947,0.9811
3152559,93,169.3,55.0,145.0,0.1518,0.805,0.5736,-0.8659,-0.1715,0.4698
3152559,94,144.8,40.0,110.0,0.3707,0.5251,0.766,-0.6945,-0.3909,0.604
3152559,95,171.3,60.0,155.0,0.1311,0.856,0.5,-0.9279,-0.0716,0.366
3152559,96,157.1,55.0,130.0,0.3185,0.7547,0.5736,-0.7631,-0.1549,0.6275
3152559,97,152.6,40.0,95.0,0.2957,0.5707,0.766,-0.4285,-0.6375,0.6403
3152559,98,121.3,40.0,100.0,0.5492,0.334,0.766,-0.7348,-0.2436,0.633
3152559,99,174.7,45.0,120.0,0.0652,0.7041,0.7071,-0.5544,-0.5636,0.6124
3152559,100,175.4,55.0,155.0,0.0654,0.8165,0.5736,-0.9228,-0.1693,0.3462
3152559,101,175.1,50.0,165.0,0.0656,0.7632,0.6428,-0.9766,-0.0831,0.1983
3152559,102,138.0,25.0,120.0,0.2828,0.3141,0.9063,-0.8968,-0.2487,0.366
3152559,103,150.0,30.0,100.0,0.25,0.433,0.866,-0.5768,-0.6518,0.4924
3152559,104,170.0,30.0,170.0,0.0868,0.4924,0.866,-0.996,0.0229,0.0868
3152559,105,174.7,45.0,145.0,0.0652,0.7041,0.7071,-0.8531,-0.3283,0.4056
3152559,106,152.6,40.0,100.0,0.2957,0.5707,0.766,-0.5013,-0.5899,0.633
3152559,107,163.2,55.0,125.0,0.2365,0.7843,0.5736,-0.6848,-0.2843,0.671
3152559,108,175.4,55.0,145.0,0.0654,0.8165,0.5736,-0.8428,-0.2626,0.4698
3152559,109,167.5,65.0,135.0,0.1956,0.885,0.4226,-0.7549,-0.1392,0.6409
3152559,110,125.1,35.0,115.0,0.4691,0.33,0.8192,-0.8504,-0.0814,0.5198
3152559,111,142.7,35.0,150.0,0.3477,0.4562,0.8192,-0.937,0.1993,0.2868
3152559,112,121.3,40.0,95.0,0.5492,0.334,0.766,-0.6973,-0.322,0.6403
3152559,113,160.4,40.0,140.0,0.2153,0.6057,0.766,-0.8867,-0.2074,0.4132
3152559,114,167.6,45.0,150.0,0.1513,0.6907,0.7071,-0.9216,-0.1601,0.3536
3152559,115,169.0,35.0,130.0,0.1092,0.5631,0.8192,-0.7505,-0.4936,0.4394
3152559,116,168.3,40.0,115.0,0.1308,0.6293,0.766,-0.555,-0.5938,0.5826
3152559,117,142.4,50.0,125.0,0.4678,0.6066,0.6428,-0.7757,-0.0667,0.6275
3152559,118,142.7,35.0,110.0,0.3477,0.4562,0.8192,-0.7386,-0.4048,0.539
3152559,119,169.0,35.0,135.0,0.1092,0.5631,0.8192,-0.8045,-0.434,0.4056
3152559,120,162.0,25.0,135.0,0.1306,0.4019,0.9063,-0.8705,-0.391,0.2988
3152559,121,160.2,35.0,115.0,0.1939,0.5398,0.8192,-0.6487,-0.5559,0.5198
3152559,122,155.5,50.0,150.0,0.3182,0.6968,0.6428,-0.9213,0.0674,0.383
3152559,123,104.4,20.0,110.0,0.3313,0.0851,0.9397,-0.9403,0.1117,0.3214
3152559,124,135.8,50.0,115.0,0.5339,0.5494,0.6428,-0.7091,-0.1232,0.6943
3152559,125,176.1,40.0,150.0,0.0439,0.6413,0.766,-0.8901,-0.323,0.3214
3152559,126,146.5,45.0,100.0,0.3906,0.5894,0.7071,-0.5294,-0.4846,0.6964
3152559,127,184.2,65.0,150.0,-0.0656,0.9039,0.4226,-0.8484,-0.2735,0.4532
3152559,128,150.0,25.0,150.0,0.2113,0.366,0.9063,-0.9766,0.0406,0.2113
3152559,129,144.8,40.0,130.0,0.3707,0.5251,0.766,-0.8635,-0.1087,0.4924
3152559,130,151.0,55.0,125.0,0.3969,0.7166,0.5736,-0.7294,-0.1331,0.671
3152559,131,151.5,35.0,100.0,0.274,0.5039,0.8192,-0.5379,-0.6257,0.5649
3152559,132,185.3,70.0,145.0,-0.0867,0.9357,0.342,-0.7976,-0.2709,0.539
3152559,133,146.5,45.0,120.0,0.3906,0.5894,0.7071,-0.7551,-0.2343,0.6124
3152559,134,175.1,50.0,160.0,0.0656,0.7632,0.6428,-0.9551,-0.1386,0.262
3152559,135,140.0,30.0,135.0,0.3214,0.383,0.866,-0.9353,-0.0146,0.3536
3152559,136,169.0,35.0,170.0,0.1092,0.5631,0.8192,-0.9939,0.0479,0.0996
3152559,137,168.3,40.0,140.0,0.1308,0.6293,0.766,-0.8502,-0.3262,0.4132
3152559,138,160.0,30.0,105.0,0.171,0.4698,0.866,-0.5293,-0.6975,0.483
3152559,139,169.4,70.0,135.0,0.1727,0.9237,0.342,-0.7395,-0.1078,0.6645
3152559,140,148.9,50.0,100.0,0.3956,0.656,0.6428,-0.4756,-0.4524,0.7544
3152559,141,108.9,15.0,100.0,0.2448,0.084,0.9659,-0.9561,-0.1446,0.2549
3152559,142,344.6,35.0,100.0,-0.152,-0.5531,0.8192,0.3812,0.7319,0.5649
3152559,143,162.0,50.0,155.0,0.2367,0.7286,0.6428,-0.9459,0.0217,0.3237
3152559,144,171.3,60.0,150.0,0.1311,0.856,0.5,-0.8939,-0.116,0.433
3152559,145,167.6,45.0,165.0,0.1513,0.6907,0.7071,-0.9827,0.0279,0.183
3152559,146,181.6,50.0,115.0,-0.0219,0.7657,0.6428,-0.4058,-0.5944,0.6943
3152559,147,140.0,30.0,140.0,0.3214,0.383,0.866,-0.9446,0.066,0.3214
3152559,148,121.3,40.0,115.0,0.5492,0.334,0.766,-0.8128,0.0004,0.5826
3152559,149,147.6,20.0,140.0,0.1833,0.2888,0.9397,-0.9704,-0.0995,0.2198
3152559,150,104.4,20.0,100.0,0.3313,0.0851,0.9397,-0.9395,-0.0619,0.3368
3152559,151,120.0,30.0,125.0,0.433,0.25,0.866,-0.9012,0.142,0.4096
3152559,152,102.0,25.0,100.0,0.4134,0.0879,0.9063,-0.9091,-0.0157,0.4162
3152559,153,138.0,25.0,115.0,0.2828,0.3141,0.9063,-0.8637,-0.3276,0.383
3152559,154,168.3,40.0,170.0,0.1308,0.6293,0.766,-0.9913,0.0701,0.1116
3152559,155,153.5,45.0,130.0,0.3152,0.633,0.7071,-0.8168,-0.1984,0.5417
3152559,156,175.4,55.0,120.0,0.0654,0.8165,0.5736,-0.538,-0.4553,0.7094
3152559,157,148.9,50.0,135.0,0.3956,0.656,0.6428,-0.8402,-0.0241,0.5417
3152559,158,155.5,50.0,120.0,0.3182,0.6968,0.6428,-0.6861,-0.2987,0.6634
3152559,159,153.5,45.0,115.0,0.3152,0.633,0.7071,-0.664,-0.3853,0.6409
3152559,160,176.1,40.0,125.0,0.0439,0.6413,0.766,-0.6151,-0.5869,0.5265
3152559,161,152.6,40.0,135.0,0.2957,0.5707,0.766,-0.877,-0.1556,0.4545
3152559,162,118.8,20.0,115.0,0.2997,0.1648,0.9397,-0.9499,-0.0399,0.31
3152559,163,160.6,45.0,150.0,0.235,0.6669,0.7071,-0.9343,-0.0456,0.3536
3152559,164,146.5,45.0,95.0,0.3906,0.5894,0.7071,-0.4617,-0.5391,0.7044
3152559,165,177.1,60.0,135.0,0.0439,0.8649,0.5,-0.7241,-0.3173,0.6124
3152559,166,168.3,40.0,105.0,0.1308,0.6293,0.766,-0.404,-0.6718,0.6209
3152559,167,148.9,50.0,130.0,0.3956,0.656,0.6428,-0.8047,-0.0897,0.5868
